type,lat,lon,activity_score,cluster,firm_id,revenue_estimate,employee_count,years_in_operation,productivity
fast_food,-1.9613057,30.136599499999996,1,,1171,29178.616956003112,6,4,4863.102826000519
supermarket,-1.9611526999999995,30.1366304,1,,1172,24445.492056869316,3,1,8148.497352289772
clothes,-1.9610988,30.137281800000004,1,,1173,20690.022787169353,7,4,2955.7175410241935
cosmetics,-1.960957,30.13714969999999,1,,1174,10363.397552503986,6,3,1727.232925417331
dairy,-1.9607533999999998,30.1375937,1,,1175,16636.010352093977,5,4,3327.2020704187953
pharmacy,-1.9604993,30.1377665,1,,1176,4052.313314519488,7,1,578.9019020742126
pharmacy,-1.9606073999999998,30.137668199999993,1,,1177,19963.489778900814,4,12,4990.872444725203
pharmacy,-1.9606073999999998,30.137668199999993,1,,1178,8196.060515309846,7,13,1170.8657879014065
marketplace,-1.9604024,30.137552999999997,1,,1179,7305.703933483305,1,2,7305.703933483305
place_of_worship,-1.9865698999999997,30.1489975,1,,1180,26367.676161927397,2,9,13183.838080963698
supermarket,-2.0037691,30.1439984,1,,1181,88610.20285539329,2,7,44305.101427696645
police,-2.0004223,30.144731,1,,1182,55177.834681674256,6,13,9196.305780279043
fuel,-1.9979526,30.147302399999997,1,,1183,4580.206650912086,8,2,572.5258313640107
supermarket,-1.9968214,30.146369,1,,1184,8187.56536505382,6,1,1364.5942275089699
pharmacy,-1.9964528999999993,30.146037099999997,1,,1185,56430.84515985138,1,18,56430.84515985138
driving_school,-1.9966559,30.146315400000002,1,,1186,8246.239905974486,10,7,824.6239905974486
bakery,-1.9964818999999998,30.1463921,1,,1187,17594.943700441127,2,18,8797.471850220563
butcher,-1.9962862,30.146078799999998,1,,1188,38179.42737091117,5,19,7635.885474182234
bar,-1.9961135000000005,30.1461478,1,,1189,8363.694590668809,8,8,1045.461823833601
pharmacy,-1.9971075999999999,30.145476300000002,1,,1190,24474.217760839638,5,12,4894.843552167928
place_of_worship,-1.9971542000000002,30.1452309,1,,1191,5802.095968197062,4,11,1450.5239920492654
collector,-1.9966171000000001,30.1452573,1,,1192,12071.859429634926,3,9,4023.953143211642
clothes,-1.9968060999999995,30.145781500000002,1,,1193,30326.643669559227,7,4,4332.37766707989
car_rental,-1.9968263999999998,30.1458522,1,,1194,4478.333485985609,7,7,639.7619265693727
government,-1.9972018000000002,30.1457342,1,,1195,34216.8926404874,3,17,11405.630880162467
dry_cleaning,-1.9967422999999997,30.1458922,1,,1196,21598.134000468395,3,11,7199.378000156132
dairy,-1.9968365,30.1459763,1,,1197,38272.61683888395,2,2,19136.308419441975
hotel,-1.9960679999999995,30.1420859,1,,1198,27554.30693839365,2,18,13777.153469196825
hotel,-1.9957246999999998,30.1436396,1,,1199,86175.43420148181,7,12,12310.776314497401
pharmacy,-1.9985006000000003,30.1454641,1,,1200,24964.859689934256,4,9,6241.214922483564
hardware,-1.9978782,30.1460171,1,,1201,14336.936510578094,1,11,14336.936510578094
hairdresser,-1.9977574,30.1457801,1,,1202,24891.894392010352,3,5,8297.298130670117
hardware,-1.9975225,30.145886800000003,1,,1203,37922.4297133872,10,7,3792.24297133872
bar,-1.9981668999999997,30.145994299999995,1,,1204,23129.405915897594,3,1,7709.801971965865
printer_ink,-1.9984762999999992,30.145610199999997,1,,1205,22938.95167789482,6,5,3823.15861298247
marketplace,-1.9985449999999998,30.145306499999997,1,,1206,10916.25576886088,4,6,2729.06394221522
fast_food,-1.9986238000000003,30.145494199999998,1,,1207,11351.430865958622,5,13,2270.2861731917246
place_of_worship,-2.0003135,30.143100199999992,1,,1208,5417.527059341279,3,11,1805.8423531137596
camp_site,-1.9790871999999997,30.1527182,1,,1209,126699.92105043026,7,8,18099.988721490037
place_of_worship,-1.9693892999999996,30.097395099999993,1,,1210,6349.534388855769,5,2,1269.9068777711539
place_of_worship,-1.9697175999999998,30.0976714,1,,1211,11015.898232410425,2,15,5507.949116205213
convenience,-1.9684463,30.096632599999996,1,,1212,10738.52191651108,6,10,1789.7536527518466
convenience,-1.9689218999999991,30.096463399999998,1,,1213,53902.08166074898,3,8,17967.360553582996
convenience,-1.9688826000000001,30.096551899999998,1,,1214,16400.22481103003,2,2,8200.112405515016
accountant,-1.9689631,30.096534200000004,1,,1215,76706.5263215634,7,15,10958.075188794772
car_repair,-1.9684678999999996,30.096528299999996,1,,1216,11231.856787190758,6,6,1871.9761311984596
place_of_worship,-1.9683770999999997,30.0960353,1,,1217,29114.57428220184,3,5,9704.85809406728
bicycle,-1.9687029,30.095901799999993,1,,1218,9553.405308667989,5,3,1910.6810617335977
bicycle,-1.9687018,30.095986299999996,1,,1219,188179.03975992298,7,11,26882.719965703283
furniture,-1.9683149,30.0957638,1,,1220,6717.031406774658,4,11,1679.2578516936644
motorcycle_repair,-1.9686217000000001,30.0956137,1,,1221,30026.052793404357,4,16,7506.513198351089
furniture,-1.9683070999999999,30.095704899999994,1,,1222,41513.62148559361,3,3,13837.873828531205
furniture,-1.9686283999999996,30.0955158,1,,1223,33316.20177550906,6,9,5552.700295918176
alcohol,-1.9710374,30.095530099999998,1,,1224,18301.024870655143,4,3,4575.256217663786
beverages,-1.9706476999999996,30.095502500000002,1,,1225,19344.80719189864,5,19,3868.961438379728
parking_space,-1.9707101999999996,30.0957165,1,,1226,23012.92910514996,7,11,3287.5613007357088
parking_space,-1.9712005000000001,30.0953319,1,,1227,19015.277202864552,4,14,4753.819300716138
security,-1.9681736,30.0955215,1,,1228,57750.02820573464,3,2,19250.009401911546
company,-1.9681876,30.095441999999995,1,,1229,200892.0547204904,1,7,200892.0547204904
fuel,-1.9687845999999998,30.099764500000003,1,,1230,12613.314167318036,5,10,2522.662833463607
fuel,-1.9687568999999996,30.099927499999993,1,,1231,5598.181100163553,8,10,699.7726375204442
hospital,-1.9692841999999997,30.0992206,1,,1232,20165.2872391876,5,1,4033.05744783752
place_of_worship,-1.9699158,30.10021,1,,1233,290601.83297574194,5,6,58120.366595148385
supermarket,-1.9681941,30.102401699999998,1,,1234,9860.82812128934,3,14,3286.9427070964466
fuel,-1.9587223,30.119739300000003,1,,1235,113449.92231355993,3,2,37816.64077118664
bank,-1.9496843999999998,30.1176811,1,,1236,117912.81967517377,6,6,19652.13661252896
driving_school,-1.9513465,30.1193535,1,,1237,12662.647009123637,5,1,2532.5294018247273
school,-1.9738804,30.12585989999999,1,,1238,38909.086139603605,7,3,5558.440877086229
school,-1.9690147,30.123539299999994,1,,1239,112240.21419365476,6,4,18706.702365609126
atm,-1.9704166000000003,30.125787699999997,1,,1240,15076.194551389146,8,13,1884.5243189236432
pharmacy,-1.9678495,30.101912300000002,1,,1241,17969.293076262256,8,3,2246.161634532782
clinic,-1.9630813,30.102912299999993,1,,1242,12311.869623168193,8,15,1538.9837028960242
pharmacy,-1.9717422,30.0995786,1,,1243,7984.386844677108,9,13,887.154093853012
paint,-1.9716795999999999,30.0993283,1,,1244,11507.133828460148,5,11,2301.4267656920297
parking_space,-1.9682066,30.1005324,1,,1245,6477.3045171913545,3,4,2159.1015057304517
school,-1.9669667999999996,30.098761900000003,1,,1246,22790.144626243215,4,17,5697.536156560804
school,-1.9479135000000003,30.080341899999997,1,,1247,10198.814519519477,5,5,2039.7629039038954
cafe,-1.9505264999999996,30.082403299999996,1,,1248,27827.66397189432,6,8,4637.94399531572
police,-1.9523593999999997,30.0517168,1,,1249,4647.591250843912,7,10,663.941607263416
bar,-1.9520555999999998,30.052177399999994,1,,1250,30665.092429183172,4,7,7666.273107295793
bank,-1.9524092,30.0519027,1,,1251,50692.28262931803,6,17,8448.713771553006
government,-1.9523871000000002,30.051604599999994,1,,1252,2999.6903853128706,13,7,230.7454142548362
parking_space,-1.9520597999999998,30.051637799999995,1,,1253,32018.097533685333,3,19,10672.69917789511
hardware,-1.9280975,30.068507399999998,1,,1254,75182.14080767817,7,9,10740.30582966831
fuel,-1.9281478999999997,30.0714741,1,,1255,6570.590471316396,7,2,938.655781616628
place_of_worship,-1.9583494999999997,30.054506299999993,1,,1256,117309.6603103753,2,19,58654.83015518765
parking_space,-1.9590225999999997,30.0548591,1,,1257,33490.56409617101,5,6,6698.112819234202
parking_space,-1.9592572999999998,30.054877300000005,1,,1258,10883.33657879958,2,10,5441.66828939979
school,-1.9596933999999995,30.056027499999992,1,,1259,20831.69538284902,4,13,5207.923845712255
bank,-1.9427704,30.044563600000004,1,,1260,38496.665745853345,3,2,12832.221915284448
clinic,-1.9426149000000001,30.0446351,1,,1261,23765.86036476117,3,10,7921.95345492039
car_repair,-1.9370535,30.050374900000005,1,,1262,37750.57523016982,1,10,37750.57523016982
energy_supplier,-1.9368027,30.052323499999996,1,,1263,8772.055240816342,7,5,1253.150748688049
fuel,-1.9355783000000002,30.057255699999995,1,,1264,26091.394440932618,4,4,6522.848610233154
hotel,-1.9401027999999998,30.047790500000005,1,,1265,5357.6755989437725,9,2,595.2972887715302
marketplace,-1.9395631999999994,30.048192300000004,1,,1266,19707.882047725554,4,7,4926.9705119313885
bank,-1.9348698999999998,30.0629919,1,,1267,8920.36691355958,6,18,1486.7278189265965
bank,-1.9349246,30.0630897,1,,1268,10556.214920099634,3,17,3518.7383066998777
motorcycle_repair,-1.9303547999999995,30.064434600000002,1,,1269,75818.16412737008,8,11,9477.27051592126
restaurant,-1.9296939999999996,30.075514199999997,1,,1270,65598.63196969773,6,18,10933.105328282954
cafe,-1.9555924,30.10274529999999,1,,1271,40503.27527883868,5,8,8100.655055767736
hotel,-1.9479262000000002,30.057838799999995,1,,1272,7388.553337653827,3,12,2462.8511125512755
place_of_worship,-1.9580478,30.051083600000002,1,,1273,16052.045249341792,11,1,1459.2768408492539
police,-1.9523593999999997,30.051716700000004,1,,1274,74094.58265033705,7,12,10584.940378619578
school,-1.9493411000000003,30.0513123,1,,1275,25380.00437478969,6,6,4230.000729131615
restaurant,-1.9647612000000003,30.060327499999996,1,,1276,223983.91942559797,6,3,37330.65323759966
cafe,-1.9648375000000002,30.060120600000005,1,,1277,32640.78435894914,6,5,5440.130726491523
place_of_worship,-1.9486272,30.13919659999999,1,,1278,26690.13008981813,6,14,4448.355014969688
place_of_worship,-1.9486299,30.1413477,1,,1279,16169.52433776627,5,12,3233.904867553254
company,-1.9604797000000005,30.1532137,1,,1280,25173.343217166574,8,13,3146.6679021458217
parking_space,-1.9504316,30.139426199999992,1,,1281,18911.58854391456,6,13,3151.93142398576
hospital,-1.9679377999999992,30.163272100000004,1,,1282,44716.98458106947,8,17,5589.6230726336835
fuel,-1.9689377,30.168948700000005,1,,1283,57337.05150147359,13,15,4410.542423190276
bar,-1.9708051000000002,30.174131199999994,1,,1284,10036.769108278368,4,6,2509.192277069592
pharmacy,-1.9711214,30.174952,1,,1285,5818.321205444375,1,12,5818.321205444375
bar,-1.9766339000000002,30.170382900000003,1,,1286,3511.4861341589954,4,2,877.8715335397488
hairdresser,-1.9766446,30.1701469,1,,1287,36606.87440085685,2,4,18303.437200428423
antiques,-1.9766339000000002,30.1705814,1,,1288,7307.3311756138,7,12,1043.9044536591143
hospital,-1.9781414999999998,30.168566700000003,1,,1289,2558.3285320119244,4,3,639.5821330029811
bar,-1.9592444999999998,30.111141999999997,1,,1290,32486.45799903073,5,17,6497.291599806145
surveyor,-1.9669014999999996,30.065454600000002,1,,1291,266465.35587813315,8,6,33308.169484766644
agrarian,-1.9672934,30.064833199999995,1,,1292,21893.150152621405,6,17,3648.858358770234
brewery,-1.9701323000000002,30.087236199999992,1,,1293,50944.43329317574,5,17,10188.886658635147
mall,-1.9697463000000002,30.0874804,1,,1294,23904.675790333942,2,11,11952.337895166971
place_of_worship,-1.9838672000000002,30.0770734,1,,1295,19952.51235177242,6,7,3325.4187252954034
hotel,-1.9498532999999998,30.072889699999998,1,,1296,55219.77898259243,5,2,11043.955796518485
money_transfer,-1.9451774000000002,30.061382299999995,1,,1297,16477.077569843877,6,19,2746.1795949739794
company,-1.952456,30.1672362,1,,1298,28778.74330932484,3,2,9592.914436441613
guest_house,-1.9443224000000001,30.0680094,1,,1299,30384.801332172443,6,13,5064.133555362074
restaurant,-1.9422401,30.056286699999994,1,,1300,11292.674796020163,6,16,1882.1124660033604
bank,-1.9429787,30.059566,1,,1301,59399.57494615648,4,17,14849.89373653912
bank,-1.9429525999999997,30.0595874,1,,1302,18491.01547877831,7,11,2641.573639825473
restaurant,-1.9422679,30.056304100000002,1,,1303,10344.961209710835,4,9,2586.2403024277087
hotel,-1.9977322,30.052213,1,,1304,37665.87697610348,1,9,37665.87697610348
attraction,-1.9772582999999995,30.168299099999995,1,,1305,8969.02288973302,9,14,996.5580988592244
gift,-1.9607754999999996,30.121582100000005,1,,1306,22656.0263008147,1,13,22656.0263008147
bus_station,-1.9406927,30.044101199999997,1,,1307,21826.519567190007,6,11,3637.7532611983347
guest_house,-1.9760924,30.115840100000003,1,,1308,65244.404442132276,4,12,16311.101110533069
guest_house,-1.9549075,30.0810117,1,,1309,35408.18308069297,5,3,7081.636616138594
clothes,-1.9565984,30.103722899999994,1,,1310,21482.051279676027,6,1,3580.3418799460046
cafe,-1.9323041,30.072282699999995,1,,1311,49899.50187377405,8,8,6237.437734221756
restaurant,-1.9498465999999999,30.125168400000003,1,,1312,88451.31344178076,4,19,22112.82836044519
mobile_phone,-1.9424804000000002,30.058312399999995,1,,1313,38476.78326695781,5,13,7695.356653391563
motel,-1.9944532,30.192147899999995,1,,1314,22255.681867891322,10,7,2225.568186789132
bar,-1.970763,30.0500792,1,,1315,5932.2791925434085,5,13,1186.4558385086816
books,-1.9654986,30.100983899999992,1,,1316,7592.2732913706395,7,6,1084.6104701958056
viewpoint,-1.9283204999999999,30.037600100000002,1,,1317,16232.574852494203,6,3,2705.429142082367
restaurant,-1.9562576,30.0959369,1,,1318,11973.938769376344,4,6,2993.484692344086
government,-1.9202803999999998,30.0665501,1,,1319,18270.238381983658,3,3,6090.079460661219
cafe,-1.9578314,30.110817199999993,1,,1320,23310.28421746956,5,13,4662.056843493912
cafe,-1.9529412999999998,30.0927142,1,,1321,37409.97856462004,4,13,9352.49464115501
cafe,-1.9510666,30.0600184,1,,1322,20527.099560783943,4,13,5131.774890195986
fixme,-1.9418775,30.0795255,1,,1323,35828.59669276114,5,1,7165.719338552228
cafe,-1.9536883000000003,30.098336000000003,1,,1324,23493.39072451963,2,8,11746.695362259816
cafe,-1.9420674,30.123310500000002,1,,1325,3054.995607036681,7,5,436.427943862383
restaurant,-1.9317793000000003,30.114374399999996,1,,1326,8609.870926386511,3,17,2869.9569754621702
supermarket,-1.9316179,30.1141305,1,,1327,19070.77703602268,5,9,3814.1554072045355
bakery,-1.9489843,30.0795473,1,,1328,6570.237481411084,6,13,1095.0395802351807
restaurant,-1.9520593000000002,30.081948399999995,1,,1329,40131.97712278804,8,13,5016.497140348505
nightclub,-1.9527283999999998,30.081318599999996,1,,1330,101798.51874393177,5,5,20359.703748786353
government,-1.9545092999999998,30.0839354,1,,1331,74515.45642920211,3,14,24838.485476400703
government,-1.9543326,30.083971800000004,1,,1332,17792.941791415873,3,11,5930.980597138624
government,-1.9533033000000002,30.085147300000003,1,,1333,97804.52636962611,5,14,19560.905273925222
government,-1.9520632999999996,30.085453999999995,1,,1334,25557.0236783456,7,7,3651.0033826207996
supermarket,-1.9643425,30.158634700000004,1,,1335,15723.53681457967,5,17,3144.707362915934
pastry,-1.9643507999999998,30.158613700000004,1,,1336,11927.445122519328,5,4,2385.4890245038655
guest_house,-1.9665925,30.089340399999994,1,,1337,16277.357546468249,10,10,1627.735754646825
bakery,-1.9717507999999997,30.1026206,1,,1338,14940.384303155772,2,10,7470.192151577886
company,-1.9769321,30.1052474,1,,1339,26118.94579156596,6,15,4353.15763192766
hospital,-1.9800116999999995,30.149416200000005,1,,1340,25863.137751148883,7,12,3694.73396444984
school,-1.9819592,30.1523748,1,,1341,22093.661140760654,4,9,5523.415285190164
bank,-1.9675933999999997,30.101942299999997,1,,1342,34096.095994284646,11,3,3099.6450903895134
supermarket,-1.9624442,30.120650600000005,1,,1343,72449.58899503369,5,15,14489.917799006736
charging_station,-1.9612678,30.119777999999997,1,,1344,56928.657236174025,4,12,14232.164309043506
cafe,-1.9691088,30.05743379999999,1,,1345,4989.555125426795,1,15,4989.555125426795
hospital,-1.9946535000000003,30.0526033,1,,1346,1713.132534410547,11,1,155.73932131004972
bicycle,-1.9564219999999999,30.09605169999999,1,,1347,56067.96593625165,3,15,18689.321978750548
pub,-1.9740631,30.047835900000003,1,,1348,5614.575715254442,2,11,2807.287857627221
travel_agency,-1.9599465999999999,30.107725599999995,1,,1349,17592.616889648692,7,5,2513.2309842355276
fuel,-1.9627436999999999,30.0191059,1,,1350,6835.514180728329,5,7,1367.1028361456658
bar,-1.9628735,30.019420699999998,1,,1351,3633.7467679512124,1,12,3633.7467679512124
camp_site,-1.8805828,30.1120944,1,,1352,37852.894475156354,6,6,6308.815745859392
convenience,-1.8758907999999999,30.1122259,1,,1353,47058.89400987862,4,3,11764.723502469655
restaurant,-1.9459461999999996,30.059869999999997,1,,1354,12375.693165887878,9,10,1375.0770184319865
supermarket,-1.9645853,30.1030262,1,,1355,1650.7049331269538,4,4,412.67623328173846
supermarket,-1.9588904,30.1487148,1,,1356,12755.981167279622,9,13,1417.3312408088468
beauty,-1.9613166999999998,30.1371034,1,,1357,32591.409012535012,5,19,6518.281802507003
pharmacy,-1.9615347999999995,30.136765900000004,1,,1358,5019.514180580822,2,5,2509.757090290411
bicycle_parking,-1.964044,30.060027300000005,1,,1359,26459.218968163383,8,18,3307.402371020423
bicycle_parking,-1.9642336,30.061310799999998,1,,1360,21691.81221026329,2,1,10845.906105131646
bicycle_parking,-1.9649062999999993,30.0631485,1,,1361,39312.25178788146,7,16,5616.035969697352
bicycle_parking,-1.9646065,30.0598408,1,,1362,24824.3515670756,9,16,2758.261285230622
bicycle_parking,-1.9657427,30.059433400000003,1,,1363,8324.273627736617,3,16,2774.7578759122057
bicycle_parking,-1.9472768999999999,30.0572461,1,,1364,72880.14355411129,3,19,24293.38118470376
bicycle_parking,-1.9503277999999995,30.0600704,1,,1365,18797.335818104657,6,16,3132.8893030174427
bicycle_parking,-1.9431961,30.058578199999996,1,,1366,21433.179848335418,7,1,3061.8828354764883
hotel,-1.9925840999999997,30.0744054,1,,1367,8662.269558290818,2,10,4331.134779145409
school,-2.0014098999999996,30.09343949999999,1,,1368,14139.36101875917,9,2,1571.0401131954632
place_of_worship,-2.0162334,30.1085188,1,,1369,9092.428252383532,5,14,1818.4856504767063
university,-1.9660227999999995,30.097160900000002,1,,1370,18528.28829243591,5,8,3705.6576584871823
bar,-1.9836548000000003,30.212359199999995,1,,1371,121991.7233648493,3,6,40663.9077882831
picnic_site,-1.9872899,30.210605600000005,1,,1372,5586.44751553295,6,3,931.0745859221583
apartment,-1.9896705,30.1925429,1,,1373,4387.165397216357,6,16,731.1942328693927
convenience,-1.9901177,30.1925005,1,,1374,95910.46005946863,4,17,23977.61501486716
bakery,-1.9953689000000001,30.194011200000002,1,,1375,17866.385527183265,6,12,2977.730921197211
hotel,-1.9285718999999997,30.115715899999998,1,,1376,11281.587617044057,8,19,1410.1984521305071
hotel,-1.9284306999999996,30.115539400000003,1,,1377,62311.712418090145,4,3,15577.928104522536
school,-1.9166372999999999,30.0890977,1,,1378,12020.688190830757,6,13,2003.4480318051262
telephone,-1.9477300999999998,30.0595984,1,,1379,136763.67476235607,4,16,34190.91869058902
telephone,-1.9479337999999993,30.058758800000003,1,,1380,43387.46577461836,9,11,4820.8295305131505
repair,-1.9772173,30.085306399999993,1,,1381,13522.207215469785,5,16,2704.441443093957
restaurant,-1.9380681000000002,30.083751499999998,1,,1382,190481.09185444383,7,2,27211.584550634834
electronics_repair,-1.9829508,30.0810599,1,,1383,12019.493594935479,2,4,6009.746797467739
electronics_repair,-1.9709894000000006,30.0754037,1,,1384,46262.88838988572,4,4,11565.72209747143
electronics_repair,-1.9708530000000002,30.075644,1,,1385,29711.592853727325,4,17,7427.898213431831
electronics_repair,-1.9709531000000002,30.0771127,1,,1386,80962.49400129636,7,1,11566.070571613765
electronics_repair,-1.9686621000000002,30.0573407,1,,1387,104978.5367906178,3,1,34992.8455968726
electronics_repair,-1.9686973000000003,30.063048100000003,1,,1388,22742.805874343885,4,5,5685.701468585971
electronics_repair,-1.9477889,30.0578316,1,,1389,10369.064962979139,3,12,3456.354987659713
electronics_repair,-1.9474487,30.057491199999994,1,,1390,34890.579484389236,3,6,11630.19316146308
school,-1.9405762000000004,30.077768299999995,1,,1391,11184.505145427362,2,6,5592.252572713681
restaurant,-1.9662102,30.059838199999998,1,,1392,164948.27972395977,10,17,16494.82797239598
diplomatic,-1.9468986999999998,30.0913745,1,,1393,25248.835910410155,3,13,8416.278636803385
hotel,-1.9216097,30.071830099999996,1,,1394,15285.782831583729,2,8,7642.891415791864
restaurant,-1.9589516,30.112950800000004,1,,1395,26494.178427641695,6,12,4415.696404606949
car_rental,-1.9600306,30.118153000000003,1,,1396,5726.579642611511,4,15,1431.6449106528778
fast_food,-1.9385179,30.077615499999993,1,,1397,8336.393447613125,6,19,1389.3989079355208
place_of_worship,-1.9228268000000002,30.0453593,1,,1398,73160.71736947985,2,17,36580.35868473993
fixme,-1.9319801000000003,30.115521199999996,1,,1399,11419.819997307059,4,9,2854.9549993267647
guest_house,-1.9847191000000002,30.0733693,1,,1400,7731.738484908071,9,18,859.0820538786745
guest_house,-1.9847544999999995,30.073334200000005,1,,1401,37671.260151935094,10,2,3767.1260151935094
guest_house,-1.9845846999999996,30.0733453,1,,1402,72092.41774193059,5,11,14418.483548386119
restaurant,-1.9453752000000002,30.0599278,1,,1403,45204.56293728103,2,17,22602.281468640515
bicycle_parking,-1.9714849,30.0470921,1,,1404,59637.96732017492,3,18,19879.322440058306
place_of_worship,-2.0010225,30.210996399999996,1,,1405,10334.105434034795,7,15,1476.300776290685
pharmacy,-1.9766379,30.0943326,1,,1406,5314.474066815349,6,7,885.7456778025581
pharmacy,-1.9293913,30.1128315,1,,1407,98847.51132014066,4,16,24711.877830035166
pharmacy,-1.9502875999999996,30.124043899999997,1,,1408,15951.691634170535,2,1,7975.845817085267
clinic,-1.9488234999999992,30.1257259,1,,1409,17139.94500456737,7,18,2448.563572081053
pharmacy,-1.9499682999999999,30.124390800000004,1,,1410,83132.76123573529,6,8,13855.460205955882
clinic,-1.9503758,30.1239372,1,,1411,38416.02654314579,7,7,5488.00379187797
pharmacy,-1.9767785,30.094794399999994,1,,1412,34748.36404634104,7,2,4964.052006620149
pharmacy,-1.9484177999999996,30.127492900000004,1,,1413,191952.3311455824,3,12,63984.1103818608
pharmacy,-1.9481852999999996,30.127040599999997,1,,1414,11573.598244336816,3,16,3857.8660814456052
pharmacy,-1.946477,30.0570273,1,,1415,55705.832215956034,4,9,13926.458053989008
pharmacy,-1.9464415,30.056889500000004,1,,1416,23318.752050362193,5,11,4663.750410072438
pharmacy,-1.9461859999999995,30.056998800000002,1,,1417,28813.29751580477,2,15,14406.648757902385
chemist,-1.94406,30.056570700000005,1,,1418,101566.43815277526,4,3,25391.609538193814
chemist,-1.9438952,30.056695399999995,1,,1419,36601.179889563944,7,13,5228.739984223421
pharmacy,-1.9449893,30.0561172,1,,1420,37733.217226782115,5,13,7546.643445356423
drugstore,-1.9446374,30.0562442,1,,1421,64376.71879320003,6,2,10729.453132200006
pharmacy,-1.9217298999999999,30.0541765,1,,1422,15291.421600838143,4,6,3822.8554002095357
pharmacy,-1.9271932999999999,30.0564252,1,,1423,9516.575366535708,9,6,1057.397262948412
pharmacy,-1.9191648,30.056245999999998,1,,1424,7748.006054693086,2,12,3874.003027346543
pharmacy,-1.9485866000000003,30.126218400000003,1,,1425,3082.95370212842,6,4,513.8256170214033
pharmacy,-1.9581829,30.106649100000002,1,,1426,172164.7472026666,4,5,43041.18680066665
pharmacy,-1.9582516999999995,30.106717999999997,1,,1427,7308.4875824960955,3,8,2436.1625274986986
clinic,-1.9586802000000003,30.107064900000005,1,,1428,17654.50686834058,6,6,2942.4178113900966
clinic,-1.9584740000000003,30.107371099999995,1,,1429,16700.379122797425,7,3,2385.768446113918
pharmacy,-1.9586884000000002,30.110621599999998,1,,1430,29953.656946493462,8,8,3744.2071183116827
pharmacy,-1.9582155000000003,30.111603699999996,1,,1431,49798.35411362113,9,19,5533.150457069014
pharmacy,-1.9537165,30.118745899999997,1,,1432,52076.73007639536,5,11,10415.346015279072
pharmacy,-1.9563433,30.116863499999994,1,,1433,12294.687794333517,4,18,3073.671948583379
clinic,-1.9561462999999994,30.116900600000005,1,,1434,18636.518335436605,3,10,6212.172778478868
pharmacy,-1.9403748999999995,30.046921799999993,1,,1435,29219.160380728274,7,12,4174.165768675468
fixme,-1.9358722,30.054443,1,,1436,17176.696230523103,4,8,4294.174057630776
pharmacy,-1.9403703999999995,30.0468913,1,,1437,109902.13599630515,8,19,13737.766999538144
pharmacy,-1.9399512,30.0472485,1,,1438,35989.22804311966,8,16,4498.653505389958
pharmacy,-1.9381887000000002,30.0497372,1,,1439,45930.184121336984,1,18,45930.184121336984
pharmacy,-1.9357685999999996,30.0541786,1,,1440,42739.60422063976,5,9,8547.920844127952
pharmacy,-1.9351654000000003,30.063407900000005,1,,1441,71216.07593265404,4,4,17804.01898316351
pharmacy,-1.9341259000000002,30.061909699999994,1,,1442,26397.42004270172,3,9,8799.140014233906
pharmacy,-1.9340184,30.061925399999996,1,,1443,6021.9599116943355,2,2,3010.9799558471677
pharmacy,-1.9335163999999998,30.061956799999994,1,,1444,32849.37348551473,8,9,4106.171685689341
pharmacy,-1.9300188,30.064458600000002,1,,1445,11483.231343808806,8,9,1435.4039179761007
pharmacy,-1.9276932999999998,30.0643716,1,,1446,12982.834206720341,3,18,4327.611402240113
pharmacy,-1.9309935,30.058107099999994,1,,1447,39591.27397344542,4,11,9897.818493361356
pharmacy,-1.9289113,30.0574077,1,,1448,75984.37996993936,12,13,6332.031664161613
pharmacy,-1.9257925000000002,30.055462500000004,1,,1449,22500.02224224088,3,6,7500.0074140802935
pharmacy,-1.9257925000000002,30.055462500000004,1,,1450,29996.41077336639,3,9,9998.80359112213
pharmacy,-1.9257925000000002,30.055462500000004,1,,1451,120839.07063940236,4,16,30209.76765985059
pharmacy,-1.9257925000000002,30.055462500000004,1,,1452,28022.22374416046,3,4,9340.741248053486
pharmacy,-1.9257925000000002,30.055462500000004,1,,1453,297058.12751696794,4,2,74264.53187924199
pharmacy,-1.9257925000000002,30.055462500000004,1,,1454,38774.17245675923,6,7,6462.362076126538
pharmacy,-1.9257925000000002,30.055462500000004,1,,1455,3786.6509037041515,4,15,946.6627259260379
pharmacy,-1.9257925000000002,30.055462500000004,1,,1456,46786.10897645576,3,6,15595.369658818587
pharmacy,-1.9244285,30.05460409999999,1,,1457,32246.293483760837,8,11,4030.7866854701047
pharmacy,-1.9244027,30.054662200000003,1,,1458,79997.66726814899,2,17,39998.83363407449
pharmacy,-1.9584842,30.110620599999994,1,,1459,43182.10063724074,3,4,14394.033545746914
pharmacy,-1.9589039,30.1102953,1,,1460,19178.478464515683,7,19,2739.7826377879546
pharmacy,-1.9589039,30.1102953,1,,1461,6474.986254514838,3,7,2158.328751504946
pharmacy,-1.9589039,30.1102953,1,,1462,17871.753750646516,7,11,2553.107678663788
pharmacy,-1.9605599,30.107048100000004,1,,1463,9409.541868470655,5,13,1881.908373694131
pharmacy,-1.9589039,30.1102953,1,,1464,12326.128421233481,2,3,6163.064210616741
pharmacy,-1.9607612,30.107534499999993,1,,1465,39679.04146268275,9,14,4408.782384742528
pharmacy,-1.9607456,30.107329300000004,1,,1466,116997.10903258421,4,2,29249.277258146052
pharmacy,-1.9678086,30.101873299999994,1,,1467,32684.99979657349,3,18,10894.999932191164
